degree,k_ij
2,369.5
4,33.0
1,4.0
1,4.0
3,3.3333333333333335
3,3.3333333333333335
5,182.6
1,5.0
2,565.5
5,922.6
1,68.0
5,231.4
1,5.0
4,508.5
7,19.714285714285715
7,20.714285714285715
1,3.0
3,2.3333333333333335
4,888.0
1,576.0
2,49.5
1,2.0
2,1768.0
2,74.0
3,3.0
1,1461.0
2,1890.0
2,11.5
1,142.0
1,37.0
2,294.0
1,37.0
1,3024.0
4,1.5
1,4.0
2,2.5
1,4.0
8,185.0
1,8.0
3,497.0
2,398.5
8,297.25
2,4.5
6,252.83333333333334
2,10.5
3,1051.3333333333333
2,159.0
3,344.3333333333333
15,7.933333333333334
10,16.6
7,12.571428571428571
14,75.14285714285714
6,83.83333333333333
2,417.0
15,47.8
5,300.6
3,14.333333333333334
4,11.75
32,135.59375
1,15.0
6,13.833333333333334
2,9.5
9,8.88888888888889
9,19.555555555555557
7,11.142857142857142
7,15.142857142857142
3,31.666666666666668
1,7.0
1,14.0
2,19.0
12,461.4166666666667
15,67.13333333333334
2,8.5
13,6.846153846153846
5,24.6
4,44.0
2,12.5
10,325.7
4,8.5
3,9.666666666666666
2,99.5
22,262.8181818181818
1,22.0
19,355.36842105263156
2,420.5
20,285.75
5,22.2
20,285.3
8,195.625
62,243.01612903225808
4,21.75
1,62.0
2,44.0
1,62.0
4,26.25
2,43.0
1,62.0
1,62.0
19,295.10526315789474
23,292.82608695652175
1,62.0
5,972.2
22,263.6818181818182
2,99.5
24,296.7916666666667
1,20.0
3,279.0
3,73.66666666666667
13,195.46153846153845
1,13.0
4,15.25
3,5.0
1,3.0
1,3.0
12,451.25
3,19.0
5,334.8
1,32.0
4,12.0
3,1.3333333333333333
1,3.0
1,3.0
2,5.0
1,13.0
1,9.0
1,9.0
16,351.3125
10,19.6
2,9.0
1,20.0
1,5.0
5,627.0
3,512.0
3,494.0
1,175.0
5,75.2
1,43.0
6,430.0
10,5.6
1,44.0
2,529.5
4,595.0
2,216.5
1,2.0
5,426.4
5,452.2
2,1569.0
3,360.3333333333333
1,3.0
1,9.0
1,3103.0
3,1262.6666666666667
1,3103.0
1,3103.0
1,23.0
23,143.3913043478261
1,23.0
1,329.0
1,3103.0
10,155.6
1,23.0
2,2282.0
1,3103.0
2,458.0
1,3103.0
1,3.0
3,1.3333333333333333
3,1152.6666666666667
1,3.0
2,318.5
2,129.0
2,127.5
4,792.5
2,1552.0
2,216.5
1,2.0
2,710.5
1,63.0
1,1461.0
9,822.6666666666666
2,5.5
2,91.5
4,488.25
2,202.0
4,186.5
5,1074.6
10,31.0
2,78.5
3,101.66666666666667
3,3.3333333333333335
10,467.7
3,1138.3333333333333
1,3103.0
2,86.5
1,170.0
2,89.5
5,452.4
1,3024.0
1,3024.0
1,3024.0
1,2.0
1,297.0
2,294.5
1,34.0
28,333.5357142857143
2,15.0
1,28.0
3,1525.6666666666667
1,104.0
1,141.0
1,8.0
3,157.66666666666666
2,2.5
2,2.0
3,41.0
2,2.5
1,4.0
2,164.0
19,445.7894736842105
29,264.41379310344826
30,371.3333333333333
34,191.1764705882353
19,402.5263157894737
16,344.8125
25,380.76
35,300.77142857142854
2,26.0
1,3024.0
2,49.0
1,93.0
17,428.5882352941176
4,11.25
14,285.64285714285717
2,15.5
1,82.0
2,1547.5
2,731.5
2,1513.0
2,1513.0
2,1521.0
2,52.5
3,35.333333333333336
1,237.0
1,6.0
5,49.6
3,1025.0
4,202.75
7,451.57142857142856
1,7.0
1,93.0
3,1199.0
1,122.0
2,725.5
1,99.0
3,1049.0
3,3.6666666666666665
2,1572.0
148,21.722972972972972
1,148.0
3,96.33333333333333
4,79.75
13,338.0
11,334.90909090909093
4,832.5
1,148.0
3,1090.0
2,79.0
4,827.25
14,314.92857142857144
3,61.333333333333336
8,510.0
10,379.6
18,266.3333333333333
1,148.0
9,386.6666666666667
3,82.66666666666667
11,377.8181818181818
3,83.0
2,91.5
1,148.0
1,148.0
9,57.888888888888886
6,63.0
4,64.25
3,62.666666666666664
1,148.0
4,76.0
2,123.0
2,75.5
1,148.0
7,53.42857142857143
2,123.0
3,94.0
1,148.0
1,148.0
2,123.0
2,95.5
5,52.6
2,81.5
5,44.0
2,75.0
2,77.0
7,588.0
3,54.666666666666664
4,65.25
8,33.5
12,33.75
12,40.916666666666664
2,121.5
1,148.0
3,68.33333333333333
76,53.4078947368421
3,86.33333333333333
3,86.33333333333333
2,41.0
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,86.33333333333333
3,27.666666666666668
3,86.33333333333333
3,86.33333333333333
2,82.0
8,41.25
3,86.33333333333333
3,86.33333333333333
8,47.875
6,70.5
14,49.785714285714285
3,86.33333333333333
3,1906.0
1,86.0
2,1512.5
1,2.0
4,961.5
2,1572.0
2,1572.0
2,1572.0
3,1019.3333333333334
2,1572.0
4,961.5
4,794.25
4,919.5
3,1066.3333333333333
2,433.5
1,2.0
3,1355.3333333333333
3,43.0
1,3.0
3,36.0
4,27.75
3,33.666666666666664
6,23.0
1,1053.0
4,35.0
2,678.0
1,3024.0
1,3024.0
6,799.0
3,5.0
6,439.8333333333333
1,1461.0
2,37.0
1,99.0
1,3103.0
10,671.7
2,7.5
1,3103.0
1,3024.0
19,216.6315789473684
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
1,19.0
4,948.0
3,4.333333333333333
1,26.0
3,359.6666666666667
16,90.4375
2,234.5
1,26.0
2,1547.5
2,1514.0
2,1534.5
1,3024.0
1,3024.0
1,3024.0
2,1572.0
3,1063.0
4,804.75
2,1572.0
4,804.75
4,789.5
2,1534.5
2,1764.0
2,1534.5
2,1564.0
3,791.6666666666666
4,596.0
3,719.3333333333334
1,3.0
2,1614.0
4,19.75
3,6.0
2,5.5
35,143.25714285714287
2,555.0
1,699.0
2,430.5
1,699.0
2,438.0
1,2.0
6,151.16666666666666
1,6.0
1,15.0
5,533.0
4,88.75
3,834.3333333333334
3,647.3333333333334
1,3103.0
2,2.0
1,2.0
3,1.6666666666666667
1,368.0
7,438.57142857142856
1,7.0
2,152.5
2,4.5
3,750.0
1,3103.0
6,205.0
1,6.0
1,142.0
1,433.0
1,9.0
13,313.6923076923077
10,502.9
1,10.0
3,238.66666666666666
1,235.0
3,489.6666666666667
4,279.25
1,3103.0
9,231.44444444444446
2,6.0
3,4.333333333333333
2,6.0
2,1572.0
2,250.5
1,5.0
2,7.5
2,710.5
1,449.0
2,1560.5
3,11.0
3,3.6666666666666665
1,699.0
3,213.66666666666666
5,320.6
1,1.0
1,1.0
11,415.6363636363636
2,6.5
1,1.0
1,1.0
1,432.0
2,877.5
2,813.5
5,1015.0
2,5.5
1,60.0
23,309.2608695652174
20,396.0
2,34.0
1,23.0
1,23.0
12,307.25
13,350.2307692307692
3,594.3333333333334
1,699.0
9,520.0
3,8.0
1,9.0
9,120.88888888888889
3,8.0
6,5.666666666666667
9,305.8888888888889
8,367.0
10,417.4
1,3103.0
1,8.0
1,74.0
9,581.7777777777778
2,4.0
4,3.25
4,2.75
5,130.8
1,170.0
9,105.11111111111111
3,728.0
1,2.0
1,699.0
2,1764.0
2,357.5
3,524.3333333333334
2,86.5
1,699.0
2,502.5
2,1347.0
2,380.5
4,1259.25
1,699.0
2,601.5
1,699.0
2,1080.0
3,6.666666666666667
3,729.0
3,297.3333333333333
3,7.666666666666667
2,260.0
3,1277.0
5,392.6
6,159.0
2,5.5
1,6.0
7,249.0
1,7.0
1,1461.0
1,1461.0
1,1461.0
1,1461.0
4,321.5
1,3103.0
4,582.0
18,425.3333333333333
2,416.5
1,2.0
2,2.5
2,291.5
1,576.0
4,305.75
2,4.0
1,2.0
2,298.0
3,306.3333333333333
1,142.0
12,252.16666666666666
1,12.0
1,12.0
4,1296.5
3,676.6666666666666
3,16.0
1,5.0
5,144.0
1,32.0
32,185.46875
3,23.666666666666668
1,32.0
1,32.0
3,30.0
1,32.0
3,237.33333333333334
4,127.25
1,32.0
3,16.333333333333332
6,42.0
2,1567.5
3,1044.3333333333333
1,32.0
2,32.0
1,32.0
6,48.5
6,8.0
3,8.333333333333334
2,6.0
1,32.0
5,649.4
2,22.0
3,114.33333333333333
7,810.0
7,260.57142857142856
7,376.57142857142856
10,349.7
6,750.8333333333334
5,190.8
5,606.8
2,1514.5
3,29.333333333333332
6,131.5
1,432.0
3,280.3333333333333
1,235.0
2,11.0
2,3.5
3,446.0
1,471.0
3,1263.6666666666667
5,439.0
2,5.5
2,528.0
4,1053.5
1,4.0
6,366.3333333333333
3,293.3333333333333
2,1513.5
2,184.5
1,2.0
2,159.0
4,821.25
4,73.25
2,344.5
3,1325.0
2,12.5
1,2.0
10,725.0
1,10.0
4,15.75
1,1056.0
6,656.5
1,36.0
3,20.333333333333332
1,3.0
3,1024.0
2,1534.5
2,1555.5
6,271.3333333333333
4,2.75
3,1028.0
3,1028.0
2,1764.0
4,1269.0
2,1534.5
1,4.0
1,138.0
7,424.0
1,1995.0
1,504.0
1,504.0
1,306.0
3,13.333333333333334
1,133.0
10,585.1
7,261.85714285714283
2,735.5
2,43.0
4,6.25
3,42.0
7,394.42857142857144
3,1126.6666666666667
1,677.0
4,511.5
1,133.0
1,1.0
1,1.0
1,3.0
3,2.3333333333333335
1,13.0
13,307.6923076923077
2,22.5
1,504.0
3,150.33333333333334
2,1553.0
1,5.0
4,92.75
1,4.0
2,1552.0
1,2.0
2,67.5
2,2.0
1,1461.0
1,3103.0
1,21.0
6,78.16666666666667
8,95.375
1,3103.0
1,14.0
1,133.0
1,133.0
2,2.0
1,2.0
3,5.666666666666667
3,71.33333333333333
1,504.0
2,732.5
9,554.0
1,1.0
1,1.0
4,1015.75
2,350.0
1,2.0
1,3103.0
1,12.0
1,4.0
2,1861.5
2,110.0
1,677.0
1,1995.0
1,176.0
4,310.75
5,1110.0
3,1028.0
2,411.5
4,302.5
8,930.5
11,324.90909090909093
1,1.0
1,1.0
1,3103.0
1,3103.0
1,329.0
10,729.0
7,585.5714285714286
2,645.0
1,1056.0
3,1388.0
5,631.4
1,5.0
3,1387.0
2,4.0
9,317.55555555555554
6,389.0
2,6.0
3,55.333333333333336
6,389.0
2,27.0
3,18.666666666666668
5,408.4
2,5.5
1,26.0
1,4.0
4,121.0
1,4.0
3,4.666666666666667
9,304.1111111111111
2,533.5
2,390.5
3,18.333333333333332
8,46.75
8,214.125
2,171.5
1,170.0
2,93.0
1,12.0
9,136.77777777777777
2,12.5
9,33.77777777777778
2,12.0
1,286.0
1,3103.0
1,68.0
4,808.25
2,5.5
1,433.0
7,692.1428571428571
8,715.0
5,682.0
4,950.0
2,1516.0
9,574.2222222222222
5,723.0
8,514.125
3,8.333333333333334
6,981.0
4,1112.75
1,3024.0
1,3024.0
2,1514.0
4,758.5
2,1514.5
3,1011.0
2,1514.5
5,607.0
1,1461.0
4,431.5
4,1367.75
6,79.5
4,1.25
1,4.0
2,54.0
1,4.0
1,4.0
14,656.8571428571429
3,107.0
1,3.0
4,212.75
3,1044.0
2,4.0
4,103.75
1,20.0
20,335.05
3,26.666666666666668
1,3.0
9,707.5555555555555
6,674.6666666666666
12,240.08333333333334
2,12.0
12,240.08333333333334
1,1053.0
1,62.0
1,412.0
6,264.3333333333333
3,59.333333333333336
4,495.25
3,519.0
1,234.0
1,17.0
7,388.2857142857143
4,1026.25
1,3103.0
2,1768.0
3,356.6666666666667
3,1012.0
5,225.8
1,875.0
1,3103.0
2,1890.0
13,267.0
1,13.0
2,9.0
1,13.0
6,163.83333333333334
1,13.0
5,760.8
1,5.0
2,751.0
1,22.0
1,7.0
5,349.8
2,848.0
2,118.5
2,118.5
4,721.0
1,433.0
1,433.0
3,1283.6666666666667
5,20.4
7,2.857142857142857
3,6.666666666666667
6,348.3333333333333
1,6.0
7,585.2857142857143
9,449.44444444444446
4,144.5
16,467.6875
16,356.3125
1,677.0
3,842.3333333333334
1,4.0
23,410.30434782608694
1,23.0
1,1.0
1,1.0
1,3024.0
1,2.0
2,27.0
1,3103.0
1,3103.0
1,1056.0
1,5.0
5,4.0
1,70.0
2,22.5
1,2.0
3,1116.0
1,40.0
2,97.5
5,791.4
1,5.0
5,597.0
7,178.85714285714286
1,7.0
2,6.0
1,24.0
1,3.0
3,9.666666666666666
1,329.0
10,107.3
1,10.0
2,7.0
1,10.0
1,3103.0
3,12.0
1,3.0
2,83.5
20,82.95
1,10.0
10,2.8
9,184.22222222222223
1,9.0
21,262.7142857142857
13,13.538461538461538
3,36.333333333333336
4,375.25
1,3103.0
3,12.0
3,3.3333333333333335
1,175.0
5,44.4
3,4.666666666666667
6,617.3333333333334
1,6.0
1,6.0
4,830.5
4,894.75
2,2.0
1,2.0
1,53.0
3,2062.3333333333335
7,336.14285714285717
1,17.0
2,166.5
1,67.0
13,303.53846153846155
1,13.0
1,3103.0
6,164.0
2,1554.5
1,6.0
3,40.666666666666664
2,751.0
5,150.0
6,908.3333333333334
10,325.3
3,6.333333333333333
2,195.5
2,265.5
2,1890.0
2,165.5
1,3103.0
2,2.5
3,1181.3333333333333
1,5.0
5,188.2
9,231.55555555555554
3,4.666666666666667
3,562.6666666666666
4,6.0
5,195.4
7,147.0
5,195.4
1,3103.0
6,384.6666666666667
1,6.0
3,1014.3333333333334
3,666.0
2,2.5
1,3.0
5,231.6
2,67.0
1,2.0
1,3103.0
4,672.0
2,319.5
25,225.2
6,680.3333333333334
4,50.0
6,306.0
1,6.0
2,678.0
1,439.0
1,571.0
3,31.0
1,433.0
1,477.0
3,688.0
1,3.0
2,1572.0
1,571.0
1,477.0
2,2.0
1,2.0
2,116.0
1,699.0
5,766.6
1,5.0
3,723.3333333333334
3,48.666666666666664
2,27.5
2,4.0
2,4.0
7,563.0
1,3103.0
2,1768.0
2,73.0
1,2.0
1,432.0
81,94.20987654320987
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
1,81.0
2,71.5
1,81.0
1,81.0
1,81.0
8,11.625
1,81.0
1,81.0
4,46.25
12,28.75
2,49.5
7,34.0
3,44.333333333333336
7,17.857142857142858
2,62.5
2,4.5
1,2.0
3,76.0
2,2.5
1,8.0
2,5.0
2,122.0
1,8.0
1,8.0
1,1.0
1,1.0
6,788.6666666666666
2,86.5
1,3103.0
1,3.0
9,624.8888888888889
1,9.0
1,1053.0
3,1009.6666666666666
2,217.0
1,3103.0
3,566.6666666666666
2,137.5
3,196.0
2,199.5
19,202.52631578947367
2,174.0
3,59.0
4,233.0
3,17.333333333333332
1,6.0
7,314.57142857142856
2,8.0
2,139.5
1,104.0
1,1053.0
2,223.0
3,1241.6666666666667
2,1513.0
3,1020.0
2,1513.0
2,1515.0
2,1515.0
2,1551.5
2,290.0
1,1.0
1,1.0
2,1768.0
3,1262.3333333333333
2,284.0
7,360.0
2,1552.5
2,1524.0
2,441.0
1,3024.0
4,290.0
3,2.6666666666666665
2,166.0
2,36.0
2,538.5
2,339.5
2,89.0
1,1056.0
4,317.5
7,11.0
1,235.0
4,1210.5
2,710.5
1,937.0
1,937.0
3,375.6666666666667
1,3103.0
104,209.25
2,63.0
1,104.0
3,48.666666666666664
10,191.1
4,261.5
3,1387.3333333333333
33,366.90909090909093
1,33.0
1,33.0
1,33.0
1,1.0
1,1.0
4,746.25
1,3024.0
1,3103.0
4,135.25
3,320.6666666666667
14,366.42857142857144
1,3024.0
37,267.8378378378378
3,24.333333333333332
2,80.5
11,710.9090909090909
4,215.5
4,31.75
3,2.3333333333333335
4,998.0
1,4.0
2,1850.5
2,538.5
1,71.0
1,504.0
1,10.0
4,299.0
1,699.0
4,196.75
4,196.75
1,37.0
1,24.0
23,160.91304347826087
8,16.75
8,23.875
5,24.8
4,23.25
8,17.875
6,20.166666666666668
35,108.31428571428572
9,343.8888888888889
4,770.25
6,516.3333333333334
3,1022.6666666666666
2,21.5
1,35.0
13,28.615384615384617
20,251.85
22,166.63636363636363
13,258.3076923076923
4,323.5
3,206.66666666666666
1,3.0
3,502.6666666666667
10,392.7
1,10.0
8,96.875
3,102.33333333333333
9,32.111111111111114
3,678.3333333333334
4,904.0
1,3103.0
2,1553.0
1,3.0
3,1.6666666666666667
1,10.0
3,601.6666666666666
1,3103.0
1,3103.0
1,21.0
1,21.0
6,1118.6666666666667
11,214.72727272727272
1,11.0
4,7.75
2,257.5
2,13.0
12,149.25
1,70.0
3,289.0
4,836.5
5,57.0
4,22.75
2,66.5
12,234.66666666666666
2,1003.5
1,12.0
1,12.0
2,10.5
3,30.0
9,115.0
1,9.0
1,12.0
1,7.0
6,294.1666666666667
2,1837.0
2,529.0
2,2.0
4,1078.75
4,1078.75
1,119.0
2,1949.5
1,1053.0
1,2.0
1,20.0
3,1390.3333333333333
10,683.4
1,1461.0
6,63.333333333333336
1,6.0
1,6.0
2,4.0
1,6.0
5,649.4
3,3.3333333333333335
4,144.75
3,2.3333333333333335
3,3.3333333333333335
1,3.0
2,239.0
1,2.0
5,341.8
5,724.6
4,998.0
1,4.0
1,1053.0
9,486.8888888888889
18,381.22222222222223
4,529.0
1,35.0
1,35.0
1,35.0
12,323.0
4,12.0
1,70.0
11,403.54545454545456
3,11.333333333333334
6,770.3333333333334
2,249.0
2,42.0
2,1589.5
2,1578.5
1,1053.0
3,704.3333333333334
1,329.0
3,734.0
1,3103.0
1,209.0
1,167.0
5,690.4
7,496.2857142857143
1,7.0
37,261.5135135135135
8,23.25
8,19.625
7,22.0
9,21.0
20,113.25
18,281.5
25,157.56
21,44.714285714285715
2,40.5
2,22.5
3,19.666666666666668
3,2145.6666666666665
2,14.0
5,18.6
5,19.4
19,85.3157894736842
1,25.0
1,25.0
6,61.833333333333336
1,6.0
1,21.0
4,15.5
14,55.5
2,5.5
1,1.0
1,1.0
1,3.0
3,519.3333333333334
4,324.25
2,3.5
2,751.0
1,104.0
1,104.0
3,9.666666666666666
5,147.4
11,565.9090909090909
3,1438.3333333333333
2,400.5
3,156.33333333333334
4,186.5
4,378.25
1,677.0
4,327.75
1,4.0
2,8.5
3,6.333333333333333
2,7.0
11,775.8181818181819
1,11.0
2,3.0
1,2.0
5,1.6
2,84.5
1,3103.0
1,5.0
1,306.0
2,292.5
2,33.5
1,5.0
1,4.0
4,2.0
5,757.2
3,4.0
4,533.0
2,1768.0
1,3024.0
1,3024.0
3,92.33333333333333
3,1.0
1,3.0
1,3.0
1,3.0
2,87.5
2,1024.0
1,2.0
2,1092.5
61,181.98360655737704
2,38.5
1,61.0
4,16.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
4,16.5
1,61.0
2,32.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
1,61.0
2,3.0
2,2.0
1,2.0
1,1.0
1,1.0
1,3.0
1,2.0
1,69.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.5
1,2.0
1,46.0
1,2.0
2,8.0
7,297.85714285714283
2,1577.0
7,523.0
2,56.5
1,2.0
1,21.0
7,1031.2857142857142
2,206.5
1,2.0
4,920.25
2,56.0
1,10.0
2,1168.0
3,919.0
3,1347.3333333333333
2,90.0
1,3024.0
1,3024.0
1,3024.0
2,1513.0
3,1044.3333333333333
1,3024.0
1,362.0
1,3024.0
1,3024.0
2,1514.0
3,1012.6666666666666
1,3024.0
1,3024.0
1,3024.0
2,1515.5
1,3024.0
2,592.5
1,3024.0
2,154.5
12,99.66666666666667
5,5.0
4,131.75
2,7.5
1,875.0
1,73.0
4,196.5
1,677.0
1,104.0
3,1078.3333333333333
3,1486.3333333333333
1,3103.0
2,734.0
4,116.25
3,595.6666666666666
1,63.0
2,18.0
1,2.0
2,28.5
1,218.0
1,70.0
2,89.5
1,2.0
2,72.0
4,1143.25
4,302.5
10,357.4
1,10.0
1,6.0
2,217.5
1,677.0
3,410.3333333333333
6,472.3333333333333
1,6.0
1,70.0
2,1563.0
1,699.0
2,35.0
10,92.5
2,13.0
1,3.0
1,3.0
6,652.6666666666666
1,14.0
1,2.0
2,751.0
4,435.75
3,356.0
1,477.0
8,1291.625
3,664.3333333333334
1,3103.0
1,329.0
3,27.0
3,29.0
3,1259.3333333333333
2,54.0
1,42.0
5,18.8
1,5.0
3,101.66666666666667
1,218.0
9,178.44444444444446
4,89.0
1,4.0
1,3103.0
1,1995.0
1,7.0
3,1033.6666666666667
3,2.6666666666666665
3,1009.3333333333334
1,3.0
2,1513.5
2,751.0
2,312.0
8,399.875
6,282.6666666666667
4,88.25
2,530.0
1,4.0
4,764.75
1,4.0
5,212.4
1,5.0
2,155.5
1,5.0
1,1995.0
16,149.3125
8,17.25
5,19.6
1,3024.0
1,6.0
6,1.6666666666666667
1,6.0
2,19.0
2,21.0
2,13.5
2,1515.0
8,956.75
2,404.0
2,147.0
6,471.1666666666667
3,1544.3333333333333
1,3.0
1,439.0
1,2.0
3,20.666666666666668
2,24.0
1,3103.0
4,291.75
17,269.47058823529414
1,17.0
1,17.0
1,17.0
1,17.0
2,126.0
1,439.0
9,445.8888888888889
1,2.0
2,1.5
1,93.0
2,1839.5
1,439.0
3,404.3333333333333
1,3103.0
4,321.75
8,211.875
7,5.142857142857143
1,8.0
3,1867.3333333333333
1,1.0
1,1.0
4,731.5
2,149.5
2,9.5
4,523.0
17,429.4117647058824
2,1025.0
3,827.6666666666666
4,523.0
2,1025.0
3,827.6666666666666
3,909.0
2,1025.0
2,1025.0
2,1025.0
3,683.6666666666666
1,3.0
2,21.5
1,17.0
1,17.0
2,1514.0
4,11.75
1,1.0
1,1.0
3,1168.3333333333333
4,4.5
3,2268.0
2,91.0
11,584.9090909090909
1,237.0
1,3024.0
1,3103.0
1,7.0
1,112.0
1,3024.0
3,1174.6666666666667
4,1326.25
1,14.0
1,5.0
3,1181.3333333333333
1,20.0
1,2.0
2,4.5
5,760.0
2,528.5
4,3.0
3,193.0
1,3103.0
4,62.5
1,4.0
1,4.0
3,220.33333333333334
2,648.0
4,378.0
1,3103.0
6,674.3333333333334
13,360.15384615384613
4,29.5
4,42.25
1,93.0
2,710.5
3,104.66666666666667
1,3.0
3,294.6666666666667
1,279.0
1,97.0
3,9.0
3,164.0
7,3.2857142857142856
16,387.75
2,18.0
2,10.0
1,432.0
2,18.0
2,1007.0
2,6.0
1,2.0
4,153.25
2,35.0
2,1803.5
1,21.0
2,52.5
1,2.0
2,528.5
1,2.0
1,875.0
3,1040.0
1,3103.0
9,322.1111111111111
1,9.0
1,9.0
5,47.6
1,5.0
1,5.0
1,5.0
1,5.0
1,3024.0
1,22.0
2,82.0
7,378.14285714285717
9,321.77777777777777
1,54.0
3,1055.3333333333333
4,3.75
1,8.0
7,955.7142857142857
1,23.0
2,1616.5
1,23.0
2,12.5
2,23.5
2,1581.0
3,234.0
1,218.0
1,329.0
4,420.75
3,557.0
4,273.5
2,117.5
1,2.0
1,3103.0
1,1056.0
4,146.75
3,3.0
2,291.0
1,178.0
5,124.4
1,35.0
3,296.0
5,477.4
1,1.0
1,1.0
2,66.0
1,1.0
1,1.0
9,267.3333333333333
1,9.0
1,9.0
1,50.0
1,576.0
1,3103.0
2,220.5
2,1581.5
1,188.0
1,1995.0
3,352.6666666666667
1,3.0
1,1.0
1,1.0
3,26.666666666666668
4,7.0
5,6.8
1,14.0
3,323.3333333333333
5,671.4
1,5.0
1,310.0
2,1513.0
14,285.7857142857143
10,352.1
3,11.333333333333334
2,549.0
4,305.25
2,9.0
2,2282.0
1,477.0
6,224.33333333333334
1,6.0
1,6.0
8,251.5
1,8.0
4,456.0
2,1614.0
3,169.0
2,1614.0
3,486.6666666666667
1,1.0
1,1.0
6,376.5
1,439.0
4,643.5
1,4.0
2,191.5
1,170.0
1,24.0
1,132.0
2,157.0
4,78.5
4,800.5
1,3103.0
2,230.0
3,1183.0
2,1660.5
7,670.8571428571429
1,7.0
1,1056.0
6,218.83333333333334
1,6.0
2,1771.0
5,378.6
1,5.0
5,511.8
1,3103.0
6,1180.5
22,225.54545454545453
2,48.5
1,22.0
2,413.5
2,1552.5
3,305.0
1,3.0
3,4.333333333333333
2,1732.5
4,304.75
4,4.75
1,1.0
1,1.0
1,104.0
2,2.0
2,2.0
2,2.0
1,677.0
1,677.0
4,255.25
1,677.0
2,339.5
3,653.6666666666666
2,769.5
1,3.0
4,1000.75
4,155.25
1,162.0
2,1612.5
2,67.0
3,1035.6666666666667
2,3.0
2,3.0
2,1513.5
3,6.0
3,666.3333333333334
1,122.0
2,1006.0
1,7.0
3,279.3333333333333
6,348.0
7,537.0
1,1053.0
1,432.0
3,143.66666666666666
2,3.0
2,600.5
7,333.14285714285717
1,8.0
14,137.28571428571428
1,14.0
4,334.5
2,1989.0
1,576.0
1,1056.0
3,82.0
1,3.0
3,557.3333333333334
24,243.0
1,24.0
2,21.0
1,24.0
1,24.0
1,24.0
1,173.0
1,35.0
3,309.3333333333333
3,260.0
1,62.0
4,227.5
5,8.4
44,129.97727272727272
1,44.0
8,14.625
1,44.0
1,44.0
1,44.0
2,1573.5
1,63.0
1,63.0
1,1995.0
3,623.3333333333334
1,2.0
2,2.0
1,218.0
5,1029.6
1,5.0
4,432.0
4,6.25
2,529.0
1,677.0
6,218.5
2,313.0
1,6.0
38,212.60526315789474
4,343.25
1,38.0
2,1768.0
9,142.33333333333334
1,433.0
1,71.0
8,395.75
1,8.0
16,324.5625
2,34.0
2,84.5
2,1767.5
16,145.0625
1,3103.0
1,3103.0
1,3103.0
1,3103.0
1,97.0
2,2.0
2,2.0
2,2.0
2,107.0
1,120.0
4,1635.5
2,1837.0
9,377.3333333333333
1,9.0
8,13.0
1,3.0
4,396.5
1,297.0
2,1512.5
1,2.0
5,390.6
2,1989.0
1,3103.0
1,699.0
1,11.0
1,2.0
22,505.5
8,283.875
8,787.125
6,448.5
1,3.0
3,8.0
2,190.5
1,145.0
2,73.0
1,2.0
2,1578.5
14,196.78571428571428
1,14.0
1,14.0
1,14.0
1,1056.0
1,310.0
1,677.0
1,3103.0
1,57.0
1,3103.0
1,439.0
1,439.0
1,439.0
1,439.0
2,222.5
16,420.1875
1,16.0
14,476.57142857142856
1,16.0
4,301.5
2,961.0
2,444.0
1,1.0
1,1.0
3,797.0
5,401.4
6,347.3333333333333
5,246.0
1,34.0
22,325.09090909090907
29,394.82758620689657
9,170.33333333333334
1,9.0
2,225.0
1,380.0
4,280.75
6,184.5
5,862.0
3,17.333333333333332
1,16.0
16,144.5625
1,78.0
12,760.9166666666666
18,450.8888888888889
6,605.5
1,3103.0
3,425.6666666666667
2,13.0
1,6.0
6,3.6666666666666665
4,16.25
7,387.42857142857144
2,5.5
3,29.0
4,778.25
4,71.75
1,4.0
5,283.2
2,4.5
5,198.8
2,5.0
14,8.071428571428571
2,13.5
6,11.166666666666666
8,11.75
7,13.285714285714286
7,11.714285714285714
15,8.6
4,11.75
1,14.0
10,9.0
2,10.0
4,10.25
10,9.0
13,8.307692307692308
2,7.5
2,8.5
1,18.0
5,78.0
1,5.0
1,5.0
1,206.0
1,206.0
3,574.6666666666666
1,206.0
1,206.0
2,1654.5
1,8.0
1,78.0
1,206.0
2,217.0
1,2.0
2,1016.5
3,1122.0
2,1080.0
2,147.5
1,84.0
2,391.0
2,350.5
1,1.0
1,1.0
5,387.4
6,175.16666666666666
1,6.0
7,788.8571428571429
5,458.4
2,678.0
5,7.8
1,5.0
1,303.0
3,1205.0
2,1708.5
1,1053.0
1,28.0
1,866.0
1,1995.0
1,1995.0
1,1.0
1,1.0
1,4.0
4,1.25
1,7.0
2,4.0
1,2.0
5,10.4
1,5.0
2,5.5
5,246.0
1,362.0
